tenure,monthly_charges,contract_type,internet_service,payment_method,senior_citizen,churn
2.8047579988307585,99.06052498884156,2,2,1,0,1
8.660291316524617,58.26189962083936,0,1,0,1,1
3.231472183758132,30.495054273522655,2,0,3,1,1
46.18513919972841,117.06474986337707,0,1,3,1,1
23.319274656419193,108.95965907152544,1,0,0,0,0
37.108519072693895,113.13646690354523,2,1,3,0,0
65.4372196487526,119.51624315141136,1,2,3,0,1
18.699748269570122,41.52004867585129,1,0,0,0,0
30.137187535529712,62.64299179575258,2,2,0,0,1
54.64413083655646,97.03265519188868,0,2,2,0,0
17.244669749905196,91.12195871511027,2,0,1,1,1
6.465573597844302,39.62011110228623,1,0,1,1,1
21.57235315687753,102.50414687410868,1,2,0,0,0
12.446711395034313,46.321854324482764,2,2,0,1,1
67.00853331632268,46.2626734081492,0,2,3,1,0
58.37654694907361,76.0125701748743,0,2,2,0,1
45.971666712240065,81.3292938099618,1,0,2,0,0
62.873701903327955,80.10818974459207,1,0,0,1,1
58.06071745983713,33.691249552786715,0,2,3,0,1
14.246474180908544,108.35878194988614,2,1,3,0,0
64.37168889278843,50.23200404592708,1,1,1,1,0
39.2932991760112,37.303917521866396,0,0,1,0,0
58.32825101664844,109.43106758755283,1,2,3,1,0
64.62248229456802,115.78689233182656,2,2,1,1,1
23.578246723002334,106.90212364021781,0,0,0,1,1
8.81368664146505,101.90402709886342,1,1,3,1,1
17.183396540477858,87.24798816070707,2,1,1,1,0
31.3246529924642,77.33145020786824,1,1,2,0,0
59.079048380497014,33.263742191583965,2,0,3,0,1
62.11187141120038,63.80305524171638,2,1,3,0,1
1.4936012677145398,60.40540911616983,0,0,2,0,1
37.263058483007164,49.67660945723099,2,0,0,1,0
30.63618122356331,93.72491080041557,1,2,2,1,0
16.769654543421847,72.10819483248324,2,1,3,0,1
9.510441080691479,32.699390511226554,2,0,0,1,1
24.970677169657584,45.91740418523207,0,1,1,0,1
67.94658897778886,89.90958254766161,2,1,1,0,0
23.947408173473622,32.232431651578516,2,2,1,0,1
37.834134143778996,105.86465683463302,1,1,3,1,1
50.914346081557625,72.03892006632756,0,2,2,1,1
26.817701768929872,70.65572484603156,0,0,0,1,0
69.99652787318821,81.27873954265417,0,1,1,1,1
69.3337579408899,103.34469176288917,2,0,0,0,0
18.876543003600855,58.04187475070834,0,1,3,1,1
36.30464391835937,89.41153449311103,2,0,1,1,0
22.362359996990644,78.74453657960015,2,1,3,1,0
21.2236751008002,50.36768566609503,1,1,2,0,0
3.6189732621718287,108.46984870374001,1,1,3,0,0
44.279067712572676,100.75547205265816,1,1,3,1,1
36.69021064924917,87.55292429255041,1,1,2,1,0
4.6549913387492445,105.80526426395298,1,1,0,1,0
20.783898960799412,107.39294909118122,2,1,2,1,0
65.48687790363242,92.2944827879283,2,1,2,0,0
18.00889423735504,104.51626619454885,0,1,3,1,0
11.28753591847684,91.25978885858194,2,0,0,1,1
35.751145979706976,89.61337331722854,2,2,1,1,0
70.98118224185265,83.76808093044251,1,1,2,0,0
18.18592427731653,96.50808075797592,2,2,0,0,0
48.72162386581738,40.067485002842005,1,1,2,1,1
55.074992688338945,108.6827221238982,0,1,2,1,1
17.872265623460375,107.82513513579704,0,0,2,1,1
52.70336075144203,27.77849188828312,2,0,2,1,0
27.112602423066978,103.45259130365245,0,2,3,1,0
45.89371397214414,37.24263740997729,2,0,0,0,0
45.98060946402352,56.83629115461848,0,0,0,0,0
39.04000256930785,95.63328434770274,1,2,0,0,0
7.41057367386299,40.27219012458928,1,0,2,1,1
60.3064771868359,102.70686729131091,1,1,3,0,0
23.775384612993243,104.05274690598549,1,2,2,0,0
14.24281423838965,73.20943470727944,2,2,2,0,0
3.895035050388238,25.60665781309919,0,1,0,1,1
42.95339896636517,52.26862265161671,2,0,2,1,1
49.10706969080205,83.6080572456955,1,2,1,0,0
2.177735853877787,118.21268691260524,2,2,2,1,0
37.35860713924895,85.02228506658349,0,1,1,0,1
17.081200039053595,49.68134020109518,2,1,2,0,0
46.80726811907094,85.23054179446308,0,0,3,0,1
13.380016459354392,76.29861107300627,2,2,3,0,1
50.05657940527508,99.08531253935864,0,0,0,1,1
28.458209587338157,35.16316068856105,0,0,2,1,1
67.50782920030815,97.29765073769266,1,1,1,1,0
10.76398703436552,76.42032497423048,0,2,1,1,1
25.215710924568356,116.4842403666045,1,2,2,0,0
9.056620008081824,57.47785577367518,1,2,1,1,1
66.65324689777796,85.09907984772508,1,1,3,0,0
63.291094090049654,113.54267002345166,2,1,1,1,0
19.31385556777605,34.73842415911453,2,1,0,1,1
47.858867268426714,114.03670628746286,2,1,3,1,0
59.022776214286324,90.34914361857727,2,1,3,0,0
40.419257623561826,31.44452061499133,0,2,3,0,1
38.60519106327646,53.59153885994755,0,0,2,0,1
18.17151265393207,92.27634842130175,2,2,2,0,0
7.610296514218844,31.398307139533312,0,0,3,1,1
64.70231881468621,80.30619371674595,0,1,2,0,1
64.92968205859646,57.85889041053089,1,0,1,0,0
45.95020346640202,83.98697418791033,1,2,2,1,0
25.071115164457748,29.34549321218872,1,2,2,1,1
25.793879797498924,107.79599658447574,1,0,3,0,1
52.542853199787,117.4814520718527,0,1,0,1,0
64.69482845663298,117.0433962521407,2,1,0,0,0
63.983136122823325,96.21692401557785,0,2,0,1,1
56.371163755891295,37.35819281241004,0,0,1,0,1
46.58424687695443,97.03500361325715,0,1,2,0,1
6.973937514648467,27.335757063586144,1,1,0,0,1
12.475638700717578,27.101737395254737,1,2,3,0,1
64.79734738542263,55.74297081920642,1,1,0,0,0
44.05646323583088,71.42110308844325,2,0,0,1,0
1.652990664780705,98.18870469174036,0,2,2,0,1
8.20447954348828,89.913060777618,2,2,2,0,0
48.108625606671964,67.3607571057911,1,0,2,0,0
1.3593724530815268,50.99453329675826,2,2,1,0,0
12.417371650642405,119.72682751498256,0,1,1,0,1
39.96009904502761,65.48722371241743,0,1,0,1,0
50.12455903618122,67.88176731131918,1,0,2,1,1
47.28924942468464,40.54426301320857,1,1,0,0,1
16.923120971699745,100.5069071312433,2,0,3,1,0
51.56472471567505,90.89981144924143,1,0,3,0,0
17.844685212272804,45.97311321493224,1,1,2,1,0
24.10337856930801,32.82619933350506,0,0,2,1,1
54.00088976337972,89.64743369709774,1,1,3,0,0
47.12393583235224,87.17856535670785,1,2,2,1,1
61.29486214508663,50.95965506482989,0,2,1,1,1
47.69051535332438,115.33203841378898,0,0,1,0,1
41.34991083681849,39.35049971918552,2,1,2,0,0
7.6509085157945655,66.07180609904718,1,1,3,1,1
27.10782201721978,114.64351241592189,0,2,0,1,1
19.82936810540251,64.87409510798162,2,2,2,1,1
18.323264679914935,85.65996502808812,2,1,2,0,0
70.08374938742364,62.77146780646546,1,0,0,1,1
28.90993845133999,51.05044422312365,1,2,2,1,1
64.33530541757504,118.47787655618369,2,0,0,1,1
45.81084244580566,63.88673059992909,0,0,3,0,1
57.43160255145704,109.93942434951776,2,2,1,0,1
36.68723361046864,46.845687559653186,1,0,3,0,0
41.9601758084715,45.24494688238291,0,0,1,0,1
35.96875626113934,27.95773787402858,0,1,0,1,1
14.86225213366116,86.90834841070908,2,0,1,0,0
52.294100183566876,60.01000265375731,1,1,3,1,0
20.93483773330076,107.11403373476551,2,2,1,1,0
2.726433616633223,69.95494113569794,2,2,0,1,1
46.828533009408915,116.97837565189856,2,1,1,1,1
13.574858237900475,42.62492399179651,0,2,2,0,1
67.77255948905692,107.51920095578302,0,0,3,0,1
68.7289289671837,98.77670101521547,1,0,2,0,0
65.95537170565184,98.23757524118494,1,0,0,0,0
27.28126771813655,105.25440667110433,2,2,1,0,1
2.0974197735495874,97.29727913958489,2,0,2,1,1
66.9106179437285,84.49093055498446,2,2,2,0,0
31.401074530529318,37.46826337982682,1,0,1,0,1
69.63249215210054,28.08998705166893,0,1,1,0,0
69.41701837333696,112.48054554249025,0,2,3,0,0
61.563671338182566,83.5817798794701,2,2,2,1,1
21.905871336940585,100.67104264273675,2,0,2,1,0
28.341938730736693,70.74462339369225,2,2,0,1,0
61.43070367769684,36.144277951427476,2,2,3,1,0
23.501462366095716,36.89265025924229,1,1,0,1,1
13.033985014712567,90.12870228675229,0,1,2,0,1
40.53288963454286,65.87906001544896,2,0,0,1,0
67.46698896541545,44.04984903653199,1,1,2,1,0
50.41811556392308,71.70148194043651,2,0,2,1,0
41.474343076344915,31.09984902213774,2,0,0,0,0
7.899531057724566,80.28728318186788,0,0,0,0,0
44.66551309564105,50.554373421334276,2,2,1,1,0
71.29382335740269,100.76811456053288,0,1,1,0,0
10.945965081793206,54.48438609773951,0,0,1,0,1
37.801405317825306,68.24591416277111,0,1,2,1,1
63.29348810688484,26.10395129126956,1,0,0,0,0
53.59457186054851,31.882454340483093,1,1,3,0,0
50.48811761066403,62.286887858635055,0,1,2,0,1
50.876369963084755,70.59418929812674,2,0,3,1,1
26.523871736602615,82.00195207133385,0,2,0,1,1
21.84502094277903,52.707944977383804,2,1,2,1,0
58.46464203897447,91.02327918202154,0,2,3,0,1
58.51805102222183,106.71162773297443,2,2,3,1,1
62.56213461918736,99.08584394486823,1,0,1,0,1
65.84007923150946,28.76378840809393,2,0,1,0,1
37.30531031912658,70.64815998949375,0,0,1,0,0
36.60765692279117,34.968366949726615,1,1,2,1,0
57.678957706641036,47.99427650694011,2,0,0,1,1
47.14743908522133,118.73294636037892,2,0,0,1,0
50.83964828529694,38.53707657564376,2,1,1,1,1
57.50127952996318,72.39437457787884,2,1,1,0,1
64.19037926904721,83.72479476022131,2,0,1,1,0
24.997656136459042,91.73417220168987,1,0,3,0,1
27.666389637436026,78.16662493125685,1,0,1,1,1
7.6727177287016985,25.928230504822448,1,0,3,1,1
42.05789001072835,56.01382428317923,1,2,0,1,1
3.551901439568688,74.1826061215476,0,2,2,0,1
34.05745928740467,33.34731741875917,1,0,2,0,0
39.52776906423794,58.309558464872175,2,2,2,0,0
21.34442890110819,28.154295335179825,2,1,2,0,0
42.94916150039976,32.46495722972697,1,2,3,0,1
3.1655177456725094,62.70771123915163,2,2,3,1,0
3.651721401194224,37.60799663409073,1,0,1,0,0
59.40463980683574,78.91638058484801,2,2,3,0,0
26.573535540199664,90.49917206804024,0,2,1,0,0
10.02129639828382,101.05573641536287,0,2,1,0,1
38.07927146389111,44.01427320325696,1,2,2,1,1
55.66954227000137,40.91084531461163,1,1,3,0,0
16.323292952275864,34.933944831768024,1,0,3,1,0
45.22522378314902,85.46087370664549,2,0,1,1,0
7.059670014557527,92.11519401625561,1,1,1,1,1
4.669402202971146,28.000683758435994,0,2,0,0,1
38.72617884133851,113.94016339315053,2,1,0,1,0
39.38509363431756,29.93727194688988,1,2,1,0,0
46.257523006372665,76.4231518536017,2,1,0,0,0
52.55248469430897,92.36074934783706,2,0,0,0,0
70.28549764183995,107.74206675587813,1,0,1,0,0
37.65732472938487,92.83825855258064,2,0,1,0,0
23.929909578828465,101.16416789163023,0,2,3,1,0
57.45821982857796,57.24776829156657,0,2,1,1,1
20.22908983960727,102.40838580591866,2,1,1,0,1
32.166970870100165,32.610910406544136,1,1,2,1,1
6.570403075300883,110.00758232575012,2,0,3,0,1
2.799902782497483,77.02127573460494,0,2,3,1,1
69.34803744213268,102.6432881464369,2,1,3,1,1
60.354588556366615,67.97023702923852,2,2,2,1,1
50.414168632652554,86.13988104366987,0,2,1,1,1
30.035659053413163,75.00825278893075,2,0,3,1,0
13.30389672503005,94.50100456675654,2,0,3,0,0
12.10703002964711,32.75484829290601,1,2,0,0,1
18.76724576968627,30.73344797910356,1,2,3,1,1
39.995093194134554,48.47480723096391,0,2,1,0,1
51.736310511704424,40.156744610752895,0,2,1,1,0
47.87401374695892,107.81943882625916,0,0,0,0,0
20.87530668316194,45.82532879901421,1,1,3,1,0
68.79543492708677,117.70719930281747,0,0,3,1,1
53.390681085399564,57.00510021825515,0,1,3,1,1
40.35913772830945,42.301201990426435,0,2,2,0,0
44.43217298263901,100.02135817853552,1,1,3,0,0
30.791604432373084,87.57723867258323,2,0,1,1,0
18.588900254582178,72.3285930630482,0,0,1,1,1
26.274060184239573,77.75953733907497,2,2,2,0,0
54.807073842970205,93.32416893586506,0,0,2,0,1
2.0219376927126667,46.70320042647338,2,2,3,0,1
9.241157475991052,119.65172202539048,1,0,0,0,0
4.266187583544445,117.6053504039444,1,0,2,0,0
3.89174496464688,86.780940202959,0,2,2,1,0
61.737701464781516,43.956532838268785,2,1,3,0,1
50.95970801598168,89.62168303097268,1,0,3,1,0
34.66634186520009,31.858848853021705,0,1,2,1,1
7.946225406221105,27.911987709551575,0,0,0,0,1
35.9047271332951,49.4798744085653,1,0,2,0,1
34.616495725420165,68.94918089023506,1,0,3,1,0
13.297332763611077,107.48588801379616,0,0,3,0,1
31.803467095896085,94.08106162779926,2,1,2,1,0
29.293836142213515,95.5571195139982,2,1,0,0,0
44.72535696170737,65.42186677256716,2,0,2,0,0
46.09164921160271,57.86382429196148,0,0,2,0,1
4.216584693815161,60.24868248353726,1,1,3,1,1
27.597495638479458,118.82670855492549,0,2,0,0,1
45.43605401571078,28.810373184185835,1,2,1,1,1
36.72267435918623,107.36799213163262,2,1,0,0,0
61.810778724370884,79.97416381437738,2,0,2,1,1
47.767247844945096,66.66846482301109,1,0,2,0,1
12.568344322781508,93.89947773943797,1,2,2,1,1
6.0103810654305185,71.23354943534677,0,2,0,1,1
46.61176875264841,107.97520761775775,2,1,3,1,1
2.8823030484551486,110.56667708106956,0,2,2,1,1
42.590066270415896,65.06348805297827,0,1,2,1,0
67.75634714117199,51.298640737329904,0,2,0,1,0
41.858666629187404,81.27328121636941,2,2,1,0,0
28.560064760663057,111.67451783358564,0,2,1,1,1
46.67346350940708,45.012907955538324,0,0,3,1,1
33.535955224897684,84.18182543853086,0,0,3,1,1
39.73879204143138,84.99822090878945,0,0,2,0,1
67.84400142313329,94.64573712945169,0,2,0,0,1
28.41328728385497,37.49893008708968,0,1,2,0,1
69.2445300314979,93.0033716447984,2,1,3,1,0
65.27989557888053,111.3580894632359,0,1,0,0,1
14.901170570040048,42.069895342672986,1,1,0,0,0
5.924652362136747,47.56661586776838,0,0,3,1,1
8.155238097797293,117.28253393395576,0,0,1,1,1
2.2937496212600306,42.19281050740153,2,2,1,0,1
7.705450213670916,106.16658387011002,2,2,0,1,1
49.49348091256134,71.76639636256331,1,1,2,1,1
6.054394040676258,48.48695206830182,1,0,1,1,1
23.647269750857053,107.72124062088858,2,1,2,1,0
60.98614707883127,67.30399922525322,2,2,1,0,0
2.6523074372436364,73.90764862332057,0,2,1,1,1
58.82726226381444,59.12717009297774,2,1,2,0,1
21.011689008911397,81.33033088631811,1,2,3,0,1
9.389702761137594,40.53476789557716,0,1,1,0,1
50.4683387408547,62.15274598191727,1,0,1,0,0
45.65494212137176,117.09417062185231,0,1,2,1,1
63.30051296042076,49.522676106607115,2,0,3,1,0
53.19004411007589,87.38998313142275,1,0,1,1,1
58.04714605732425,55.89305610134601,0,2,1,0,1
21.02445465256276,98.47994694022707,0,2,3,0,0
13.59820760836032,37.43299776824323,2,2,1,0,0
54.29364736650094,117.13299928246175,2,1,3,1,1
58.28526648797575,68.11000643144573,2,1,3,0,0
71.3258650820478,47.424794017914074,1,2,2,1,0
30.29585506071128,31.982190996351203,0,1,0,1,1
27.413284091287604,41.12700098331637,2,2,3,1,0
56.12532021268178,74.37852511282168,1,1,2,1,0
25.197051357964266,57.0153017609722,1,0,0,0,1
67.08377011785309,103.7439197588479,1,0,1,1,0
61.94730538085384,65.93431474787155,2,2,0,0,0
31.458575943626304,48.62785589582484,2,1,3,1,0
54.311845813196314,83.62877372738285,0,1,3,0,1
54.57254406001245,92.14383560411736,0,0,3,0,0
8.321794687351215,40.86898125059024,2,0,3,1,0
65.08125637424924,40.92382554739018,1,2,3,1,1
36.87291844379786,28.483785558686584,1,0,2,1,1
59.678480093649654,94.95819143123585,1,2,3,0,1
23.723521673173433,88.06143012407148,0,0,2,1,1
64.58214922323023,70.08993319623232,1,0,1,1,1
28.63331919012558,105.19619265207373,0,1,3,0,1
1.7694732551011836,101.53866453025505,0,0,3,1,1
65.28212032576772,80.60866461769146,1,0,0,0,0
7.481354051815483,107.48577164875957,1,2,1,1,0
23.671268268919455,44.55491495349298,2,0,3,0,1
68.45439966060715,35.632363842784144,2,2,3,0,0
68.49310743256649,50.626213094114014,1,0,1,1,1
41.714090056753314,30.42325132848491,0,0,2,0,0
45.860442064055746,75.46110516009804,0,2,3,1,1
32.8396320604607,113.97754076802134,0,1,0,1,1
21.81796479056258,28.737636363508415,0,2,3,0,0
24.335182721264033,36.60044183095255,0,2,0,1,1
48.74881038146973,67.95890768692635,2,2,0,0,1
54.41859159007528,113.71812666515096,1,1,3,0,0
57.202112104535246,55.0348299727913,2,0,3,0,0
57.06288813841333,73.18730682539729,0,2,0,0,0
7.475633316457016,28.94942160978725,0,2,1,0,1
36.103841633883285,39.09260409139844,0,1,1,0,0
5.086671961181744,118.72986168109045,0,2,3,0,0
40.01655064498522,116.68627616142433,1,0,2,0,1
32.348665597509765,25.469298188768914,0,1,1,1,1
64.02699697583928,115.4221196152077,1,0,3,1,0
25.914965891197586,85.71639409247254,0,0,1,0,1
9.311758166360017,107.4522379794021,1,1,2,1,1
11.152409425751346,68.2002862852166,2,2,3,1,0
55.06725485194053,73.98162271502878,0,0,2,1,1
44.893482495454535,71.44042512440743,1,0,3,1,0
8.179710004718107,88.35210446687992,2,0,2,1,1
6.971583234164818,38.26686920184973,0,0,1,1,1
50.76880833359752,27.847491037904405,0,1,1,0,0
6.16617345185774,54.25334445116314,0,1,2,1,1
59.35206420961529,91.94467245998143,1,0,2,1,1
51.14319812811123,44.1760779516801,1,2,2,1,0
6.775763425574883,88.97608116586714,2,0,3,1,1
7.023477700048626,117.1416443801907,1,2,1,0,0
71.05141007358345,33.920567999994745,1,0,3,0,0
27.573226498684544,88.89720123138699,0,2,1,0,0
27.315592441749256,67.15627083393426,0,0,0,0,1
58.708769275282684,107.47351416586301,0,2,3,1,1
68.25464899425397,41.829229997501656,0,0,1,0,0
71.00607553142383,90.79946546148562,0,0,1,0,1
54.489851153384855,104.62095251657047,0,2,3,0,0
27.71443057269502,114.7383508500322,0,1,3,0,0
6.928550885605482,89.90856268751635,2,2,1,1,1
56.17743103084801,72.2316025808006,2,1,3,0,0
40.64670173124216,83.69548781911531,2,0,2,1,0
31.119762656535315,107.54597352547823,2,2,3,0,0
65.35116134172625,79.20792593068882,0,2,3,1,1
8.895021243736746,27.8867706711995,2,2,3,1,1
35.976382404651,113.44012607316289,0,1,1,0,1
1.8061087784867538,90.50504134799831,2,1,2,0,1
34.27490558158296,89.26877164883842,1,0,0,0,1
4.997532573410452,45.48913947778313,2,1,0,0,0
9.436072055033106,87.59411967210244,2,1,2,1,0
9.344363521174447,62.41711853714506,0,0,2,1,1
47.09393145024051,86.86713281894174,2,2,2,0,1
53.96918642784505,35.12633787925912,1,2,1,0,0
42.41918232189833,87.49530393728843,0,0,0,1,0
69.31425094169248,119.94430394821332,0,2,2,0,0
27.61581114618299,29.580143691752824,2,1,1,1,0
21.285558126012113,117.83154750102514,0,0,0,0,0
62.67053810145168,63.656256268672706,0,0,3,1,0
16.87530453488114,107.72157778203962,0,0,1,1,0
69.3888003002834,99.32662098553598,0,2,0,1,0
1.8629677029769602,78.86654479373344,0,0,1,1,1
69.86139669624237,95.15267487887601,0,0,0,1,1
4.064353748490904,108.45897832362805,1,0,0,0,1
64.27116107256305,63.393330556848134,2,2,3,1,1
38.46677874512729,56.06815034850767,1,1,1,0,0
71.50050052447033,88.42137162854056,0,0,2,1,0
6.239556096213319,101.74536448441957,0,1,3,1,1
40.32365419249378,97.4170878037785,2,2,3,0,0
69.82048002895603,100.79229664157027,1,2,0,0,0
38.13994693608056,66.38041490722864,2,2,2,0,1
45.68730330760364,102.69425053662705,1,2,1,0,0
50.39815691790782,36.4198602602078,0,1,2,1,1
33.2724155985119,76.7264643062807,2,0,2,0,0
45.5566236859685,25.54707274732155,2,2,2,1,0
42.48631614654012,55.83565384052568,0,2,2,0,1
64.98221874486022,59.8138458127828,2,1,2,0,1
4.226693004243509,62.63640570287926,1,1,0,1,1
20.948386461048354,91.0693846355369,1,2,0,1,0
68.47921536943566,61.913019620682846,1,0,3,0,1
64.20872865625506,67.62589414914041,1,0,0,1,1
33.35162944778562,47.56669243306111,0,2,3,1,1
45.02941444390911,60.458920204787304,2,1,3,1,0
20.69406399166042,46.59061458999939,1,2,1,1,1
14.356602340387052,31.953612758002144,0,2,2,1,0
33.92258675073873,82.3276163712309,2,1,0,1,1
26.08800818984975,88.48021586272654,2,2,1,1,0
42.43958394141192,83.85158287091338,0,2,0,1,1
6.519159224513923,69.03193416105438,0,2,3,0,1
70.18203134429783,61.07964911702683,1,1,0,1,0
71.0209628580518,107.0166967093234,2,0,2,0,0
50.569481695401905,74.31276958794072,2,0,3,1,1
39.06284201043255,70.52227837482445,0,1,3,1,1
22.97646075632927,27.43599625161139,2,0,1,1,0
58.779446399193354,57.418543624484855,1,2,2,1,1
49.61591325132543,61.11858378465642,2,0,3,0,0
12.545802693487282,62.88816418520555,0,2,2,0,1
65.67583009906282,80.11637507659657,0,0,0,1,0
59.400144247545,75.69224193905345,1,1,2,0,0
68.4357938437266,82.75098381537724,1,0,3,1,0
52.526085095573556,97.66390984650218,2,0,1,1,1
44.55247891144108,102.23364517802888,2,0,3,0,0
30.69525557663394,93.22169224151696,0,1,2,0,1
67.22372231813495,115.7747511157188,1,0,2,1,1
62.490536154528996,26.732095354254355,1,1,3,1,1
4.210525577539448,43.59890863993688,1,2,2,0,0
2.8720551893048922,25.718473122923502,2,0,0,1,0
27.72889904834152,86.5100978446873,1,1,3,0,0
58.54928648551014,110.31290215024876,0,1,1,1,0
71.09660518136106,48.13081817474843,0,0,3,1,1
11.6795992683505,113.06828175564914,2,2,0,0,0
43.1832807900016,30.72540207750828,2,1,0,0,0
28.043250820802527,113.77142254652385,1,0,0,0,0
69.86392224483683,58.40415528776527,2,2,0,1,0
60.790443542635316,34.63497870267557,0,1,0,1,1
60.52133803449079,71.15781712270093,1,1,1,1,1
34.27721434544289,49.39377393344826,0,2,2,1,1
30.45218466597423,52.06292568638267,1,2,0,0,1
20.41190210708014,54.19254666799722,2,0,0,1,0
5.002660262215825,101.28746029410303,1,0,3,1,1
62.39528871410878,76.22032128414918,1,1,1,1,1
58.71597164823551,54.57423141982035,0,2,1,0,0
71.97995480331527,82.98170941453725,0,2,2,1,0
71.76121543224728,93.03431405120338,1,2,1,1,1
40.43565109778655,50.89928006968571,2,1,3,0,1
55.598106477816245,64.28716464490839,2,2,3,1,0
